vendor_id,vendor_name,category,contract_start_date,contract_end_date,data_sensitivity,access_scope,access_type,systems_accessed,soc2_type2,soc2_expiry,iso27001,iso27001_expiry,gdpr_dpa,breach_history,breach_count,financial_rating,annual_spend,risk_score,risk_level,assessment_date,next_assessment_due,notes
VND-0238,Owens-Mccullough,Cloud Provider,2024-11-17,2026-04-03,HIGH,8,read_only,"GCP Workspace, Azure Tenant",FALSE,NULL,TRUE,2021-02-04,TRUE,None,0,B-,887033.91,26.9,LOW,2024-05-16,2025-05-16,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #6166.
VND-0239,Anderson-Mcpherson,Cloud Provider,2024-11-14,2028-08-28,LOW,4,read_write,"Azure Tenant, Kubernetes Cluster",TRUE,2022-10-04,TRUE,2028-08-24,TRUE,None,0,B,183767.22,48.8,MEDIUM,2024-10-09,2025-10-09,Vendor currently under formal investigation by compliance team following irregularities identified in September review; access under heightened scrutiny pending outcome.
VND-0240,Rodriguez-Anderson,Software Vendor,2021-12-27,2023-08-28,MEDIUM,1,read_write,Core Banking System,TRUE,2021-05-28,FALSE,NULL,TRUE,None,0,B,350911.84,33.1,LOW,2024-07-15,2025-07-15,Onsite audit completed on 2025-11-20; vendor demonstrated adequate controls for medium data handling.
VND-0241,"Horn, Davis and Hooper",Software Vendor,2023-05-22,2023-02-04,HIGH,5,read_write,"Internal Wiki, Loan Origination System",TRUE,2025-11-03,TRUE,2025-09-20,TRUE,None,0,C,196516.72,72.6,HIGH,2024-09-29,2025-09-29,Contract expired on 2023-02-04 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0242,Stevens Group,Cloud Provider,2025-02-05,2027-08-03,MEDIUM,2,full_admin,"S3 Data Lake, GCP Workspace, VPC Network, AWS Production",FALSE,NULL,TRUE,2025-03-25,FALSE,None,0,B,169436.46,52.5,MEDIUM,2024-12-06,2025-12-06,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0243,Miller LLC,Cloud Provider,2023-06-05,2024-02-21,CRITICAL,9,read_write,"Kubernetes Cluster, GCP Workspace, Azure Tenant, AWS Production",FALSE,NULL,TRUE,2027-05-31,TRUE,2024-07-05:MEDIUM:Third-party plugin vulnerability exploited,1,A,355301.11,72.2,HIGH,2025-04-05,2026-04-05,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0244,"Ray, Baker and Perez",Backup Provider,2025-04-11,2028-02-28,MEDIUM,10,full_admin,"Backup Storage Array, Cloud Backup Vault, Tape Archive System, Disaster Recovery Site",TRUE,2025-05-12,FALSE,NULL,TRUE,2023-04-11:HIGH:Phishing attack compromised employee credentials,1,B,155163.91,57.5,MEDIUM,2026-07-27,2027-07-27,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #5077.
VND-0245,Nolan PLC,Software Vendor,2022-08-01,2025-10-28,MEDIUM,9,full_admin,CRM Platform,TRUE,2025-04-23,FALSE,NULL,TRUE,2020-10-29:HIGH:Malware infection on vendor's internal network,1,C,328565.56,47.1,MEDIUM,2024-07-11,2025-07-11,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0246,"Ruiz, Williams and Turner",Cloud Provider,2022-12-06,2023-11-01,LOW,2,read_only,S3 Data Lake,FALSE,NULL,FALSE,NULL,TRUE,None,0,B,51555.30,59.3,MEDIUM,2024-04-30,2025-04-30,Vendor flagged during Q2 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0247,"Mathis, Lee and English",Contractor,2022-07-16,2024-05-09,HIGH,1,full_admin,"Internal Network, Dev Environment",FALSE,NULL,FALSE,NULL,TRUE,None,0,A-,445792.32,46.5,MEDIUM,2024-01-08,2025-01-07,Vendor currently under formal investigation by compliance team following irregularities identified in February review; access under heightened scrutiny pending outcome.
VND-0248,Long-Mccoy,IT Services,2023-06-13,2028-04-24,LOW,2,read_only,"Asset Management DB, Network Monitoring Tool",TRUE,2028-10-27,FALSE,NULL,TRUE,None,0,A-,416461.10,10.6,LOW,2025-02-26,2026-02-26,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #3331.
VND-0249,"West, Brooks and Andrews",IT Services,2022-03-21,2025-03-07,MEDIUM,7,read_only,Active Directory,TRUE,2026-03-07,TRUE,2024-12-15,TRUE,2020-03-26:LOW:Misconfigured cloud storage exposed sensitive files,2,A-,71634.39,17.1,LOW,2025-10-21,2026-10-21,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0250,"Schwartz, Nelson and Cohen",Contractor,2022-06-19,2023-09-03,MEDIUM,5,full_admin,"Ticketing System, Dev Environment, Internal Network, VPN Gateway",TRUE,2028-01-30,FALSE,NULL,TRUE,2025-03-01:LOW:API key leak exposed customer records,3,C,334223.71,49.8,MEDIUM,2024-07-23,2025-07-23,Contract renewal pending legal review; vendor requested expanded access for Ticketing System integration.
VND-0251,"Murphy, Anderson and Williams",Backup Provider,2023-01-19,2023-08-19,HIGH,8,full_admin,"Disaster Recovery Site, Tape Archive System",TRUE,2025-12-22,TRUE,2028-02-20,FALSE,2023-03-31:HIGH:Malware infection on vendor's internal network,1,C,249026.15,37.9,MEDIUM,2025-05-31,2026-05-31,Contract renewal pending legal review; vendor requested expanded access for Disaster Recovery Site integration.
VND-0252,"Villarreal, Smith and Mcdowell",IT Services,2021-07-02,2023-10-16,HIGH,10,full_admin,Network Monitoring Tool,TRUE,2027-03-03,FALSE,NULL,TRUE,2022-08-09:HIGH:Unauthorized access to customer database detected,2,A-,2068494.80,99.9,HIGH,2025-10-30,2026-10-30,Contract renewal pending legal review; vendor requested expanded access for Network Monitoring Tool integration.
VND-0253,Kennedy-Jackson,Software Vendor,2023-03-25,2027-06-17,HIGH,9,full_admin,Loan Origination System,TRUE,2028-08-01,FALSE,NULL,TRUE,2022-06-11:HIGH:Ransomware attack disrupted service availability,1,A,372891.50,97.3,HIGH,2024-09-06,2025-09-06,Onsite audit completed on 2026-12-09; vendor demonstrated adequate controls for high data handling.
VND-0254,Johnson PLC,Backup Provider,2025-12-22,2028-05-22,MEDIUM,7,read_write,"Backup Storage Array, Disaster Recovery Site, Cloud Backup Vault",TRUE,2025-04-26,FALSE,NULL,TRUE,None,0,B-,4987430.70,59.6,MEDIUM,2025-05-23,2026-05-23,Vendor flagged during Q3 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0255,Beck LLC,Cloud Provider,2023-12-14,2024-09-10,LOW,2,read_only,"Kubernetes Cluster, AWS Production",TRUE,2023-09-30,TRUE,2025-02-03,TRUE,None,0,B-,483628.64,22.4,LOW,2024-02-04,2025-02-03,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0256,"Davis, Davis and Montgomery",Data Analytics,2024-02-08,2026-01-16,MEDIUM,2,read_write,"ETL Pipeline System, Customer Analytics Engine, Data Warehouse",TRUE,2028-01-22,FALSE,NULL,FALSE,2025-12-19:MEDIUM:Credential stuffing attack on admin portal,2,A,4846042.39,56.4,MEDIUM,2024-02-18,2025-02-17,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #1906.
VND-0257,Jones Inc,Payment Processor,2020-07-13,2023-11-28,HIGH,9,full_admin,"Payment Gateway, ACH Processing System",TRUE,2026-10-06,TRUE,2025-07-23,TRUE,2025-08-04:HIGH:Misconfigured cloud storage exposed sensitive files,1,C+,450692.42,41.0,MEDIUM,2026-05-19,2027-05-19,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0258,Richard-Peck,IT Services,2024-03-01,2024-12-24,MEDIUM,8,read_only,Network Monitoring Tool,TRUE,2023-03-02,TRUE,2021-01-22,TRUE,2022-07-20:MEDIUM:Third-party plugin vulnerability exploited,2,A-,57499.52,26.3,LOW,2024-08-01,2025-08-01,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0259,Mitchell-Lane,Cloud Provider,2020-07-10,2023-06-03,HIGH,9,read_write,"AWS Production, Kubernetes Cluster",TRUE,2027-01-25,TRUE,2025-11-02,TRUE,None,0,A,3166075.00,28.1,LOW,2026-02-11,2027-02-11,Contract renewal pending legal review; vendor requested expanded access for AWS Production integration.
VND-0260,Payne LLC,Payment Processor,2024-12-23,2028-04-05,MEDIUM,9,read_only,"ACH Processing System, Payment Gateway, Fraud Detection Engine",FALSE,NULL,FALSE,NULL,TRUE,None,0,A-,254921.98,28.1,LOW,2026-10-06,2027-10-06,Vendor flagged during Q3 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0261,Oliver-Kennedy,Security Vendor,2022-08-10,2025-10-17,HIGH,2,read_write,SIEM Platform,TRUE,2027-06-30,FALSE,NULL,TRUE,None,0,B,266194.46,6.6,LOW,2026-03-17,2027-03-17,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #3029.
VND-0262,"Sanchez, Gould and Perez",Cloud Provider,2021-05-30,2023-05-09,MEDIUM,10,read_write,S3 Data Lake,TRUE,2027-07-16,FALSE,NULL,TRUE,2026-11-16:LOW:Unauthorized access to customer database detected,2,A,59918.07,61.7,HIGH,2024-07-24,2025-07-24,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0263,Jarvis-Willis,Security Vendor,2025-07-31,2028-04-28,HIGH,9,full_admin,"Firewall Management Console, SIEM Platform, Vulnerability Scanner, Endpoint Detection System",TRUE,2024-08-16,TRUE,2028-04-23,TRUE,2020-10-11:HIGH:Ransomware attack disrupted service availability,1,A,1651784.53,49.3,MEDIUM,2024-04-08,2025-04-08,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0264,Holmes Inc,Security Vendor,2020-09-21,2024-08-02,HIGH,8,read_only,Firewall Management Console,TRUE,2024-08-28,TRUE,2024-09-19,FALSE,None,0,C,3723198.29,61.2,HIGH,2025-11-06,2026-11-06,Contract expired on 2024-08-02 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0265,Serrano-Garcia,Contractor,2023-04-07,2026-02-02,HIGH,6,read_write,Ticketing System,TRUE,2024-08-22,TRUE,2028-03-18,TRUE,2024-07-14:LOW:Phishing attack compromised employee credentials,2,B-,329593.68,62.5,HIGH,2026-08-26,2027-08-26,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0266,"Jackson, Cooper and Wyatt",Software Vendor,2025-01-19,2027-07-02,HIGH,7,full_admin,Document Management System,FALSE,NULL,TRUE,2028-11-26,TRUE,2026-12-17:MEDIUM:Social engineering attack bypassed access controls,1,B-,463470.80,89.7,HIGH,2025-02-12,2026-02-12,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0267,Petty PLC,Data Analytics,2025-10-11,2028-02-20,MEDIUM,10,read_only,"Customer Analytics Engine, ETL Pipeline System, Data Warehouse, BI Dashboard Platform",TRUE,2026-04-20,TRUE,2026-09-11,TRUE,None,0,A-,64167.52,22.9,LOW,2024-01-14,2025-01-13,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0268,Ellis-Russell,Software Vendor,2022-05-03,2023-10-08,MEDIUM,9,read_only,"Document Management System, Core Banking System, ERP System, Internal Wiki",FALSE,NULL,TRUE,2026-09-05,TRUE,2025-11-01:MEDIUM:Phishing attack compromised employee credentials,1,A-,406423.90,54.5,MEDIUM,2025-03-29,2026-03-29,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0269,"Cook, Wolf and Watson",Software Vendor,2024-11-23,2024-11-22,MEDIUM,2,read_only,"Core Banking System, ERP System, Document Management System",TRUE,2026-04-19,TRUE,2025-10-29,FALSE,None,0,A-,191411.66,65.0,HIGH,2024-06-08,2025-06-08,Contract expired on 2024-11-22 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0270,Reid PLC,Payment Processor,2023-08-17,2026-10-23,HIGH,1,full_admin,"ACH Processing System, Payment Gateway",FALSE,NULL,TRUE,2027-01-01,FALSE,None,0,B,266896.78,8.6,LOW,2024-04-08,2025-04-08,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #4345.
VND-0271,Cervantes-Pearson,Cloud Provider,2025-06-02,2027-04-24,LOW,7,read_write,"GCP Workspace, Azure Tenant",TRUE,2025-05-07,FALSE,NULL,TRUE,None,0,B,282569.05,4.3,LOW,2025-07-07,2026-07-07,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0272,"Smith, Taylor and Guzman",Cloud Provider,2025-07-04,2028-12-08,MEDIUM,8,read_write,"S3 Data Lake, GCP Workspace",TRUE,2027-08-30,FALSE,NULL,TRUE,None,0,B-,1348279.54,32.5,LOW,2024-02-19,2025-02-18,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0273,Johnson LLC,Security Vendor,2024-07-21,2026-12-23,HIGH,4,read_write,"Vulnerability Scanner, SIEM Platform, Endpoint Detection System",TRUE,2025-11-11,TRUE,2022-05-10,TRUE,None,0,B,4644271.48,28.9,LOW,2026-08-18,2027-08-18,Onsite audit completed on 2024-08-08; vendor demonstrated adequate controls for high data handling.
VND-0274,Perkins-Velazquez,Software Vendor,2020-10-27,2023-07-16,HIGH,7,full_admin,"Core Banking System, Internal Wiki, Document Management System, ERP System",TRUE,2025-08-24,FALSE,NULL,TRUE,None,0,A,483174.58,17.3,LOW,2025-04-30,2026-04-30,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0275,Smith-Stevens,Data Analytics,2022-09-01,2026-08-14,MEDIUM,3,read_only,"BI Dashboard Platform, Data Warehouse, Customer Analytics Engine",FALSE,NULL,TRUE,2028-10-29,FALSE,2026-12-11:LOW:Social engineering attack bypassed access controls,1,C+,50483.38,54.7,MEDIUM,2024-01-27,2025-01-26,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0276,Jimenez-Lopez,Contractor,2021-04-28,2023-01-28,LOW,6,read_only,"Dev Environment, Ticketing System",TRUE,2028-10-13,TRUE,2025-04-29,TRUE,2025-05-23:MEDIUM:Phishing attack compromised employee credentials,3,B,4593228.94,52.9,MEDIUM,2025-07-16,2026-07-16,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0277,Ortega PLC,Contractor,2024-01-28,2027-07-14,LOW,9,read_write,"Shared Drive, Ticketing System, VPN Gateway, Dev Environment",TRUE,2025-06-11,FALSE,NULL,TRUE,None,0,B+,415262.01,34.6,LOW,2025-12-25,2026-12-25,Onsite audit completed on 2025-06-19; vendor demonstrated adequate controls for low data handling.
VND-0278,Russell-Paul,Software Vendor,2023-10-30,2027-01-26,LOW,4,read_only,ERP System,FALSE,NULL,TRUE,2024-07-07,TRUE,2024-10-03:LOW:API key leak exposed customer records,1,A-,2596414.14,91.8,HIGH,2026-07-18,2027-07-18,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #6125.
VND-0279,Walsh PLC,Contractor,2020-11-12,2023-01-05,HIGH,9,read_write,Internal Network,TRUE,2028-04-01,FALSE,NULL,TRUE,2023-04-24:MEDIUM:Ransomware attack disrupted service availability,3,A,786352.49,59.5,MEDIUM,2026-01-29,2027-01-29,Vendor currently under formal investigation by compliance team following irregularities identified in January review; access under heightened scrutiny pending outcome.
VND-0280,"Lopez, Castro and Buck",Contractor,2023-08-16,2024-10-11,HIGH,5,read_only,"Ticketing System, Internal Network, Shared Drive",TRUE,2020-10-21,FALSE,NULL,TRUE,None,0,B-,98894.72,1.0,LOW,2026-08-29,2027-08-29,Vendor flagged during Q1 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0281,"Leach, Turner and Monroe",Payment Processor,2024-08-17,2027-02-25,HIGH,8,read_write,Fraud Detection Engine,TRUE,2024-11-28,TRUE,2026-02-08,TRUE,None,0,A-,410979.13,16.2,LOW,2024-07-06,2025-07-06,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0282,"Cook, Hale and Clark",Cloud Provider,2024-01-13,2026-06-10,MEDIUM,6,read_write,"AWS Production, Azure Tenant, GCP Workspace, VPC Network",TRUE,2027-04-16,TRUE,2027-03-08,TRUE,2020-09-22:MEDIUM:Insider threat led to data exfiltration,1,B,302896.31,42.5,MEDIUM,2024-09-09,2025-09-09,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0283,"Mullins, Vargas and Campbell",Consulting,2023-10-07,2026-11-16,MEDIUM,10,full_admin,Project Management Tool,TRUE,2028-07-22,TRUE,2026-08-11,FALSE,None,0,B,11461.47,0.1,LOW,2024-03-20,2025-03-20,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0284,Oliver PLC,Backup Provider,2020-11-01,2023-05-03,HIGH,8,full_admin,"Cloud Backup Vault, Backup Storage Array",FALSE,NULL,TRUE,2026-11-10,TRUE,2025-02-24:HIGH:Social engineering attack bypassed access controls,1,C+,234011.26,95.0,HIGH,2025-03-03,2026-03-03,Contract renewal pending legal review; vendor requested expanded access for Cloud Backup Vault integration.
VND-0285,"Deleon, Ortiz and Lin",IT Services,2022-02-13,2025-01-12,HIGH,2,read_only,"Help Desk System, Asset Management DB, Network Monitoring Tool",TRUE,2027-07-21,FALSE,NULL,TRUE,2025-02-15:LOW:Phishing attack compromised employee credentials,1,B-,63907.29,64.4,HIGH,2026-01-03,2027-01-03,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0286,Rivera-Campbell,Backup Provider,2020-11-19,2024-08-19,LOW,9,read_write,Backup Storage Array,FALSE,NULL,TRUE,2025-04-11,TRUE,2025-02-12:HIGH:Insider threat led to data exfiltration,2,B,2726599.14,55.0,MEDIUM,2026-01-26,2027-01-26,Contract renewal pending legal review; vendor requested expanded access for Backup Storage Array integration.
VND-0287,Knight PLC,Security Vendor,2024-12-02,2028-05-07,HIGH,4,read_write,"SIEM Platform, Endpoint Detection System, IAM System, Firewall Management Console",FALSE,NULL,TRUE,2024-12-25,TRUE,None,0,A-,484133.37,14.3,LOW,2025-07-01,2026-07-01,Vendor flagged during Q1 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0288,"Gomez, Johnson and Kennedy",Software Vendor,2020-05-10,2023-06-12,HIGH,2,read_only,"CRM Platform, Core Banking System, Internal Wiki",FALSE,NULL,TRUE,2028-04-14,FALSE,2026-11-08:LOW:Insider threat led to data exfiltration,1,C+,4811189.00,51.4,MEDIUM,2025-06-23,2026-06-23,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0289,Mitchell Group,Backup Provider,2025-06-06,2028-02-07,CRITICAL,8,read_write,Cloud Backup Vault,TRUE,2026-11-14,TRUE,2026-09-08,TRUE,None,0,B,1814791.93,34.3,LOW,2026-01-02,2027-01-02,Contract renewal pending legal review; vendor requested expanded access for Cloud Backup Vault integration.
VND-0290,"Mckinney, Bowen and Rice",Cloud Provider,2025-09-04,2026-03-26,MEDIUM,3,read_write,"GCP Workspace, AWS Production, Azure Tenant",FALSE,NULL,TRUE,2024-09-29,FALSE,None,0,A,2927041.89,29.8,LOW,2026-01-10,2027-01-10,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0291,Baxter-Baker,Contractor,2024-05-08,2028-07-17,MEDIUM,5,read_only,"Dev Environment, Shared Drive, Ticketing System",FALSE,NULL,TRUE,2027-08-12,TRUE,None,0,B,276133.63,47.5,MEDIUM,2025-02-15,2026-02-15,Contract renewal pending legal review; vendor requested expanded access for Dev Environment integration.
VND-0292,"Moreno, Armstrong and Gregory",IT Services,2022-09-07,2027-02-13,MEDIUM,5,read_write,Help Desk System,TRUE,2026-10-20,FALSE,NULL,TRUE,None,0,B-,491061.95,25.3,LOW,2026-01-26,2027-01-26,New vendor onboarded under expedited process; full assessment scheduled within 90 days.
VND-0293,"Little, Bray and Elliott",Contractor,2025-02-19,2027-12-25,MEDIUM,2,read_write,"Ticketing System, Shared Drive, Internal Network, VPN Gateway",FALSE,NULL,TRUE,2026-07-01,TRUE,2026-09-23:LOW:API key leak exposed customer records,1,A,484925.93,71.6,HIGH,2026-10-17,2027-10-17,Contract renewal pending legal review; vendor requested expanded access for Ticketing System integration.
VND-0294,Parrish-Haynes,IT Services,2025-04-02,2028-02-11,MEDIUM,8,read_only,"Help Desk System, Active Directory, Asset Management DB, Network Monitoring Tool",FALSE,NULL,FALSE,NULL,TRUE,None,0,C+,65017.64,48.3,MEDIUM,2025-01-29,2026-01-29,Contract renewal pending legal review; vendor requested expanded access for Help Desk System integration.
VND-0295,Hayes-Nixon,Data Analytics,2025-01-14,2028-11-04,HIGH,8,full_admin,"ETL Pipeline System, Data Warehouse, Customer Analytics Engine, BI Dashboard Platform",TRUE,2021-07-29,TRUE,2025-11-20,FALSE,2021-01-14:HIGH:Social engineering attack bypassed access controls,2,B-,105046.10,49.5,MEDIUM,2025-05-03,2026-05-03,Contract renewal pending legal review; vendor requested expanded access for ETL Pipeline System integration.
VND-0296,Payne-Fernandez,Software Vendor,2022-08-10,2023-08-10,MEDIUM,1,read_only,Internal Wiki,FALSE,NULL,TRUE,2028-09-15,TRUE,2020-03-08:LOW:Credential stuffing attack on admin portal,1,B,52169.73,53.2,MEDIUM,2026-03-31,2027-03-31,Contract renewal pending legal review; vendor requested expanded access for Internal Wiki integration.
VND-0297,Lee-Porter,Cloud Provider,2025-02-03,2027-07-15,MEDIUM,5,full_admin,"S3 Data Lake, VPC Network, GCP Workspace",TRUE,2028-07-29,TRUE,2026-09-17,TRUE,None,0,C+,376369.59,16.1,LOW,2025-10-23,2026-10-23,Onsite audit completed on 2024-11-01; vendor demonstrated adequate controls for medium data handling.
VND-0298,Williams-Alexander,Software Vendor,2023-04-13,2027-06-18,LOW,4,read_only,"ERP System, Core Banking System",FALSE,NULL,TRUE,2027-05-17,FALSE,2024-05-19:HIGH:Malware infection on vendor's internal network,1,A,3898130.50,50.1,MEDIUM,2026-09-19,2027-09-19,Onsite audit completed on 2024-09-05; vendor demonstrated adequate controls for low data handling.
VND-0299,Roth-Murphy,Software Vendor,2023-10-06,2024-10-07,LOW,5,read_write,"Document Management System, Loan Origination System, ERP System",TRUE,2027-06-29,TRUE,2025-12-17,TRUE,None,0,B+,363593.95,56.7,MEDIUM,2024-08-10,2025-08-10,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0300,"Perez, Andrews and Hernandez",Software Vendor,2025-11-16,2028-05-02,LOW,2,read_only,"Core Banking System, CRM Platform, ERP System",TRUE,2025-08-05,TRUE,2027-07-14,TRUE,None,0,B,395321.59,35.4,MEDIUM,2025-11-13,2026-11-13,Vendor currently under formal investigation by compliance team following irregularities identified in February review; access under heightened scrutiny pending outcome.
VND-0301,"Graham, Miller and Evans",Cloud Provider,2021-01-30,2023-12-16,MEDIUM,10,full_admin,"Azure Tenant, AWS Production, GCP Workspace, S3 Data Lake",FALSE,NULL,FALSE,NULL,TRUE,2022-08-15:HIGH:Credential stuffing attack on admin portal,2,A,2097932.65,43.6,MEDIUM,2026-08-18,2027-08-18,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #5170.
VND-0302,"Williams, Smith and Pearson",Security Vendor,2024-08-30,2025-11-12,HIGH,3,read_only,"Endpoint Detection System, Vulnerability Scanner, Firewall Management Console",TRUE,2024-02-08,TRUE,2026-12-10,FALSE,None,0,A-,385838.59,9.2,LOW,2024-12-25,2025-12-25,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0303,Rodriguez-Moore,Software Vendor,2024-09-25,2026-08-18,CRITICAL,4,read_write,"Internal Wiki, CRM Platform",TRUE,2024-03-22,FALSE,NULL,TRUE,None,0,B+,228181.37,30.8,LOW,2026-09-20,2027-09-20,Onsite audit completed on 2025-12-27; vendor demonstrated adequate controls for critical data handling.
VND-0304,Harmon Inc,Software Vendor,2021-04-13,2023-02-15,MEDIUM,6,read_write,"Document Management System, Internal Wiki",TRUE,2022-05-01,TRUE,2026-03-03,TRUE,2026-12-04:LOW:Social engineering attack bypassed access controls,2,B,494703.21,46.5,MEDIUM,2025-05-09,2026-05-09,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0305,Thomas Inc,HR Platform,2020-12-13,2024-03-30,CRITICAL,4,read_only,"Benefits Portal, HRIS, Employee Directory",TRUE,2025-01-27,FALSE,NULL,TRUE,None,0,B,4075361.62,2.1,LOW,2026-06-01,2027-06-01,Vendor flagged during Q1 risk assessment due to a lapsed certification; remediation plan in progress.
VND-0306,Sandoval Inc,Payment Processor,2020-06-09,2023-05-21,MEDIUM,5,read_only,Fraud Detection Engine,TRUE,2027-09-18,TRUE,2021-09-27,TRUE,2021-09-07:LOW:Insider threat led to data exfiltration,1,A-,3541269.18,18.8,LOW,2026-10-15,2027-10-15,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0307,"Hahn, Griffin and Collins",IT Services,2020-07-17,2023-08-27,CRITICAL,2,read_only,"Active Directory, Network Monitoring Tool, Help Desk System, Asset Management DB",FALSE,NULL,FALSE,NULL,TRUE,None,0,A,1668776.25,24.1,LOW,2024-10-29,2025-10-29,Onsite audit completed on 2024-08-05; vendor demonstrated adequate controls for critical data handling.
VND-0308,Haynes-Williams,Cloud Provider,2020-05-19,2023-10-11,MEDIUM,5,read_only,VPC Network,FALSE,NULL,TRUE,2025-02-02,TRUE,2025-09-09:HIGH:Malware infection on vendor's internal network,1,A,199480.00,21.9,LOW,2025-06-24,2026-06-24,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0309,"Lang, Ellis and Stone",Payment Processor,2024-06-10,2028-05-12,LOW,9,read_write,"Card Tokenization Service, ACH Processing System, Payment Gateway, Fraud Detection Engine",FALSE,NULL,TRUE,2028-10-21,TRUE,None,0,B+,2499458.23,5.4,LOW,2025-02-25,2026-02-25,Routine compliance check completed; vendor maintains acceptable security posture.
VND-0310,Elliott LLC,Software Vendor,2022-03-09,2024-05-11,CRITICAL,10,read_only,"ERP System, Core Banking System, Document Management System",TRUE,2028-12-15,TRUE,2025-04-29,TRUE,None,0,B,185376.28,21.0,LOW,2024-10-30,2025-10-30,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
VND-0311,Townsend-Black,Cloud Provider,2021-05-12,2023-05-02,LOW,6,read_write,"Kubernetes Cluster, AWS Production, VPC Network, Azure Tenant",FALSE,NULL,TRUE,2021-11-08,FALSE,None,0,B,287006.61,13.3,LOW,2024-09-21,2025-09-21,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0312,"Willis, Aguilar and Vargas",IT Services,2020-08-11,2025-07-16,HIGH,2,read_write,"Asset Management DB, Help Desk System, Network Monitoring Tool",TRUE,2024-09-06,FALSE,NULL,TRUE,None,0,A,1521296.42,65.5,HIGH,2024-08-20,2025-08-20,Contract expired on 2025-07-16 but vendor retains active system access; renewal/offboarding decision pending from procurement.
VND-0313,Graham and Sons,Security Vendor,2021-12-14,2024-12-06,MEDIUM,8,read_only,"Endpoint Detection System, SIEM Platform",TRUE,2023-09-04,FALSE,NULL,TRUE,None,0,B,450603.51,12.8,LOW,2025-10-28,2026-10-28,Vendor relationship under active monitoring following a prior incident; quarterly check-ins scheduled.
VND-0314,Reeves-Baker,Software Vendor,2021-06-03,2025-05-23,MEDIUM,9,read_write,"Core Banking System, CRM Platform",TRUE,2027-08-22,FALSE,NULL,TRUE,None,0,B+,3254870.23,3.0,LOW,2025-09-10,2026-09-10,Vendor underwent annual security review with no critical findings; remediation tracked in ticket #3821.
VND-0315,Carrillo PLC,IT Services,2023-04-09,2027-12-23,MEDIUM,2,read_write,"Active Directory, Help Desk System, Network Monitoring Tool, Asset Management DB",TRUE,2024-12-31,TRUE,2027-08-25,FALSE,None,0,A-,3030758.22,52.7,MEDIUM,2024-01-26,2025-01-25,Vendor consolidating services post-acquisition; access scope under review for right-sizing.
